 0.00000000000000000e+00 -5.94739999999999966e+01 2.70000000000000003e-04
 2.50000000000000000e-01 -5.82385771432901009e+01 2.71301379492326069e-04
 5.00000000000000000e-01 -5.70316967464106455e+01 2.75144180180593543e-04
 7.50000000000000000e-01 -5.58524436957626449e+01 2.81533418462657744e-04
 1.00000000000000000e+00 -5.46999096517458838e+01 2.90499821504355750e-04
 1.25000000000000000e+00 -5.35731922097631639e+01 3.02097150758637431e-04
 1.50000000000000000e+00 -5.24713940716761584e+01 3.16400077912840777e-04
 1.75000000000000000e+00 -5.13936222185543983e+01 3.33502515536105674e-04
 2.00000000000000000e+00 -5.03389870743707348e+01 3.53516328093330073e-04
 2.25000000000000000e+00 -4.93066016489666978e+01 3.76570367291026377e-04
 2.50000000000000000e+00 -4.82955806471417759e+01 4.02809790210011749e-04
 2.75000000000000000e+00 -4.73050395291023023e+01 4.32395630326132079e-04
 3.00000000000000000e+00 -4.63340935057180658e+01 4.65504601057893880e-04
 3.25000000000000000e+00 -4.53818564500448929e+01 5.02329119478175652e-04
 3.50000000000000000e+00 -4.44474397043328580e+01 5.43077544736520097e-04
 3.75000000000000000e+00 -4.35299507591903776e+01 5.87974631926780548e-04
 4.00000000000000000e+00 -4.26284917786340785e+01 6.37262207913939739e-04
 4.25000000000000000e+00 -4.17421579413220556e+01 6.91200081281783600e-04
 4.50000000000000000e+00 -4.08700355642166713e+01 7.50067204341611435e-04
 4.75000000000000000e+00 -4.00111999700947223e+01 8.14163111313761611e-04
 5.00000000000000000e+00 -3.91647130545208100e+01 8.83809663637073295e-04
 5.25000000000000000e+00 -3.83296205008794360e+01 9.59353141188710058e-04
 5.50000000000000000e+00 -3.75049485835165299e+01 1.04116672737290220e-03
 5.75000000000000000e+00 -3.66897004885888194e+01 1.12965344700377405e-03
 6.00000000000000000e+00 -3.58828520693752608e+01 1.22524962921261135e-03
 6.25000000000000000e+00 -3.50833469369568292e+01 1.32842898394773426e-03
 6.50000000000000000e+00 -3.42900907675374285e+01 1.43970740089823944e-03
 6.75000000000000000e+00 -3.35019446832591470e+01 1.55964860502332838e-03
 7.00000000000000000e+00 -3.27177175328690453e+01 1.68887083483674105e-03
 7.25000000000000000e+00 -3.19361568603498078e+01 1.82805475021442961e-03
 7.50000000000000000e+00 -3.11559383014541922e+01 1.97795282849081485e-03
 7.75000000000000000e+00 -3.03756530871297059e+01 2.13940057467730147e-03
 8.00000000000000000e+00 -2.95937932553305920e+01 2.31332995881956783e-03
 8.25000000000000000e+00 -2.88087340737276101e+01 2.50078560775958631e-03
 8.50000000000000000e+00 -2.80187130487615299e+01 2.70294442955927366e-03
 8.75000000000000000e+00 -2.72218047325919450e+01 2.92113955017076193e-03
 9.00000000000000000e+00 -2.64158903271128658e+01 3.15688971290610043e-03
 9.25000000000000000e+00 -2.55986208078244779e+01 3.41193565956143027e-03
 9.50000000000000000e+00 -2.47673719293845735e+01 3.68828551786394608e-03
 9.75000000000000000e+00 -2.39191890020357576e+01 3.98827192218128776e-03
 1.00000000000000000e+01 -2.30507187087574685e+01 4.31462458066537557e-03
 1.02500000000000000e+01 -2.21581244228688448e+01 4.67056340363423625e-03
 1.05000000000000000e+01 -2.12369804326275649e+01 5.05991932481204398e-03
 1.07500000000000000e+01 -2.02821391282980201e+01 5.48729288624453387e-03
 1.10000000000000000e+01 -1.92875635184180503e+01 5.95826499672021809e-03
 1.12500000000000000e+01 -1.82461154358526372e+01 6.47968076113346423e-03
 1.15000000000000000e+01 -1.71492876569531099e+01 7.06003709583602826e-03
 1.17500000000000000e+01 -1.59868664792168715e+01 7.71001985761470519e-03
 1.20000000000000000e+01 -1.47465115976253767e+01 8.44325933735917168e-03
 1.22500000000000000e+01 -1.34132459171796512e+01 9.27740863056024205e-03
 1.25000000000000000e+01 -1.19688669889038817e+01 1.02357038428396233e-02
 1.27500000000000000e+01 -1.03913401192614181e+01 1.13492455509618274e-02
 1.30000000000000000e+01 -8.65434157492291689e+00 1.26603503712067050e-02
 1.32500000000000000e+01 -6.72733906625386702e+00 1.42274394188648106e-02
 1.35000000000000000e+01 -4.57698071121077987e+00 1.61319567160253738e-02
 1.37500000000000000e+01 -2.17107711861962205e+00 1.84874312278213056e-02
 1.40000000000000000e+01 5.13301742370811720e-01 2.14492717963517057e-02
 1.42500000000000000e+01 3.47728787624400892e+00 2.52201204482477535e-02
 1.45000000000000000e+01 6.68688008082362639e+00 3.00398619798846502e-02
 1.47500000000000000e+01 1.00675111358357015e+01 3.61479345626792847e-02
 1.50000000000000000e+01 1.35141541100917273e+01 4.37207747232917290e-02
 1.52500000000000000e+01 1.69136785260891820e+01 5.28164299521437369e-02
 1.55000000000000000e+01 2.01665034346371819e+01 6.33650371003265656e-02
 1.57500000000000000e+01 2.31978346479356290e+01 7.52071187623249704e-02
 1.60000000000000000e+01 2.59585331919119717e+01 8.81456748653351579e-02
 1.62500000000000000e+01 2.84206532640166252e+01 1.01982594889725317e-01
 1.65000000000000000e+01 3.05719131297573270e+01 1.16534015611565303e-01
 1.67500000000000000e+01 3.24110366481225398e+01 1.31632714421508368e-01
 1.70000000000000000e+01 3.39443620478301042e+01 1.47125921750577676e-01
 1.72500000000000000e+01 3.51835074571869200e+01 1.62873000025193948e-01
 1.75000000000000000e+01 3.61437688514689270e+01 1.78744356984494146e-01
 1.77500000000000000e+01 3.68429838371333602e+01 1.94621500282683685e-01
