-1.00000000000000000e+01 7.90000000000000000e+01 1.03299150377993243e+00 5.00000000000000000e+00 -5.68545284598693996e+01 -4.93652890164772913e+01
0.00000000000000000e+00 7.52500000000000000e+01 1.88314116524725295e+00 4.00000000000000000e+00 -5.57760882866772079e+01 -4.93143917772372333e+01
1.00000000000000000e+01 7.18611111111111143e+01 2.34653123848118561e+00 4.00000000000000000e+00 -5.47159001451005125e+01 -4.88041943381673207e+01
2.00000000000000000e+01 7.18409090909090935e+01 2.70978466184617428e+00 4.00000000000000000e+00 -5.37283857969327485e+01 -4.81560289821405689e+01
3.00000000000000000e+01 7.51875000000000000e+01 2.97009708208610679e+00 4.00000000000000000e+00 -5.27480672743921915e+01 -4.74108260794873999e+01
4.00000000000000000e+01 7.68214285714285694e+01 3.26703270364505727e+00 3.28571428571428559e+00 -5.17467153101745367e+01 -4.67256645874519378e+01
5.00000000000000000e+01 7.45468750000000000e+01 3.63560566095139626e+00 3.00000000000000000e+00 -5.11275295405543204e+01 -4.57615996175679243e+01
6.00000000000000000e+01 7.26176470588235361e+01 3.98431514584013557e+00 3.00000000000000000e+00 -5.10126130937162543e+01 -4.47518388895083348e+01
7.00000000000000000e+01 7.21184210526315752e+01 4.31443165209842583e+00 3.00000000000000000e+00 -5.08976890382227793e+01 -4.36691777953145390e+01
8.00000000000000000e+01 7.34874999999999972e+01 4.57569180423356059e+00 3.00000000000000000e+00 -5.07827572455090817e+01 -4.26003475498161706e+01
9.00000000000000000e+01 7.68571428571428612e+01 4.73174279532057707e+00 3.00000000000000000e+00 -5.06678175887702906e+01 -4.18414643456580961e+01
1.00000000000000000e+02 8.17045454545454533e+01 4.84261065915751843e+00 3.00000000000000000e+00 -5.05528699406903428e+01 -4.12527881837706261e+01
1.10000000000000000e+02 8.83863636363636402e+01 4.91786920491017376e+00 2.72727272727272707e+00 -5.04379141693529647e+01 -4.08514541664219308e+01
1.20000000000000000e+02 9.34375000000000000e+01 5.25252919576589061e+00 2.16666666666666652e+00 -5.03229501440871800e+01 -4.18640028109707174e+01
1.30000000000000000e+02 9.93750000000000000e+01 5.58519616090446025e+00 2.00000000000000000e+00 -5.02079777334368558e+01 -4.19421177379306158e+01
